,District,Age,Sex,Count
10145,267,19,2,20
10146,268,1,1,10830
10147,268,1,2,10150
10148,268,2,1,3975
10149,268,2,2,3730
10150,268,3,1,3925
10151,268,3,2,3640
10152,268,4,1,3870
10153,268,4,2,3685
10154,268,5,1,3845
10155,268,5,2,3820
10156,268,6,1,3695
10157,268,6,2,4160
10158,268,7,1,4015
10159,268,7,2,4490
10160,268,8,1,4435
10161,268,8,2,4540
10162,268,9,1,4520
10163,268,9,2,4715
10164,268,10,1,4360
10165,268,10,2,4475
10166,268,11,1,3590
10167,268,11,2,3590
10168,268,12,1,2595
10169,268,12,2,2730
10170,268,13,1,1535
10171,268,13,2,1615
10172,268,14,1,1100
10173,268,14,2,1245
10174,268,15,1,745
10175,268,15,2,910
10176,268,16,1,380
10177,268,16,2,530
10178,268,17,1,100
10179,268,17,2,165
10180,268,18,1,20
10181,268,18,2,60
10182,268,19,1,0
10183,268,19,2,10
10184,269,1,1,14255
10185,269,1,2,13820
10186,269,2,1,4265
10187,269,2,2,4070
10188,269,3,1,4015
10189,269,3,2,3835
10190,269,4,1,4185
10191,269,4,2,4380
10192,269,5,1,5200
10193,269,5,2,5400
10194,269,6,1,5145
10195,269,6,2,5780
10196,269,7,1,5295
10197,269,7,2,5685
10198,269,8,1,5005
10199,269,8,2,5140
10200,269,9,1,4605
10201,269,9,2,4695
10202,269,10,1,3905
10203,269,10,2,3975
10204,269,11,1,3135
10205,269,11,2,3335
10206,269,12,1,2335
10207,269,12,2,2500
10208,269,13,1,1415
10209,269,13,2,1450
10210,269,14,1,895
10211,269,14,2,1125
10212,269,15,1,655
10213,269,15,2,840
10214,269,16,1,420
10215,269,16,2,570
10216,269,17,1,140
10217,269,17,2,265
10218,269,18,1,15
10219,269,18,2,55
10220,269,19,1,0
10221,269,19,2,5
10222,270,1,1,16525
10223,270,1,2,15760
10224,270,2,1,3915
10225,270,2,2,3885
10226,270,3,1,4105
10227,270,3,2,3910
10228,270,4,1,5660
10229,270,4,2,6005
10230,270,5,1,7505
10231,270,5,2,7830
10232,270,6,1,7170
10233,270,6,2,7105
10234,270,7,1,6145
10235,270,7,2,5725
10236,270,8,1,5375
10237,270,8,2,5120
10238,270,9,1,5005
10239,270,9,2,4870
10240,270,10,1,4425
10241,270,10,2,4350
10242,270,11,1,3250
10243,270,11,2,3225
10244,270,12,1,2200
10245,270,12,2,2345
10246,270,13,1,1330
10247,270,13,2,1355
10248,270,14,1,745
10249,270,14,2,860
10250,270,15,1,485
10251,270,15,2,540
10252,270,16,1,200
10253,270,16,2,310
10254,270,17,1,75
10255,270,17,2,155
10256,270,18,1,10
10257,270,18,2,40
10258,270,19,1,5
10259,270,19,2,5
10260,271,1,1,11980
10261,271,1,2,11580
10262,271,2,1,3705
10263,271,2,2,3480
10264,271,3,1,3470
10265,271,3,2,3450
10266,271,4,1,3590
10267,271,4,2,3710
10268,271,5,1,4000
10269,271,5,2,4410
10270,271,6,1,4345
10271,271,6,2,4895
10272,271,7,1,4700
10273,271,7,2,5245
10274,271,8,1,4710
10275,271,8,2,4850
10276,271,9,1,4425
10277,271,9,2,4820
10278,271,10,1,4290
10279,271,10,2,4470
10280,271,11,1,3315
10281,271,11,2,3295
10282,271,12,1,2245
10283,271,12,2,2535
10284,271,13,1,1505
10285,271,13,2,1760
10286,271,14,1,1020
10287,271,14,2,1375
10288,271,15,1,835
10289,271,15,2,1150
10290,271,16,1,545
10291,271,16,2,915
10292,271,17,1,205
10293,271,17,2,425
10294,271,18,1,35
10295,271,18,2,115
10296,271,19,1,5
10297,271,19,2,15
10298,272,1,1,16340
10299,272,1,2,15405
10300,272,2,1,4635
10301,272,2,2,4350
10302,272,3,1,4365
10303,272,3,2,4075
10304,272,4,1,5290
10305,272,4,2,5480
10306,272,5,1,6285
10307,272,5,2,6640
10308,272,6,1,6125
10309,272,6,2,6225
10310,272,7,1,5540
10311,272,7,2,5300
10312,272,8,1,4755
10313,272,8,2,4355
10314,272,9,1,4145
10315,272,9,2,3885
10316,272,10,1,3465
10317,272,10,2,3390
10318,272,11,1,2665
10319,272,11,2,2855
10320,272,12,1,2110
10321,272,12,2,2155
10322,272,13,1,1245
10323,272,13,2,1325
10324,272,14,1,705
10325,272,14,2,850
10326,272,15,1,425
10327,272,15,2,490
10328,272,16,1,220
10329,272,16,2,325
10330,272,17,1,75
10331,272,17,2,155
10332,272,18,1,25
10333,272,18,2,45
10334,272,19,1,5
10335,272,19,2,5
10336,273,1,1,6520
10337,273,1,2,6025
10338,273,2,1,2135
10339,273,2,2,2145
10340,273,3,1,4565
10341,273,3,2,4755
10342,273,4,1,6675
10343,273,4,2,6320
10344,273,5,1,6305
10345,273,5,2,5395
10346,273,6,1,4850
10347,273,6,2,3915
10348,273,7,1,3885
10349,273,7,2,3230
10350,273,8,1,3610
10351,273,8,2,3170
10352,273,9,1,3915
10353,273,9,2,3550
10354,273,10,1,3935
10355,273,10,2,3590
10356,273,11,1,3190
10357,273,11,2,2990
10358,273,12,1,2255
10359,273,12,2,2290
10360,273,13,1,1365
10361,273,13,2,1650
10362,273,14,1,1040
10363,273,14,2,1425
10364,273,15,1,890
10365,273,15,2,1415
10366,273,16,1,635
10367,273,16,2,1130
10368,273,17,1,275
10369,273,17,2,665
10370,273,18,1,35
10371,273,18,2,165
10372,273,19,1,0
10373,273,19,2,35
10374,274,1,1,9470
10375,274,1,2,8925
10376,274,2,1,3090
10377,274,2,2,2845
10378,274,3,1,3990
10379,274,3,2,3730
10380,274,4,1,4670
10381,274,4,2,4270
10382,274,5,1,4605
10383,274,5,2,4240
10384,274,6,1,4060
10385,274,6,2,3745
10386,274,7,1,3680
10387,274,7,2,3380
10388,274,8,1,3765
10389,274,8,2,3395
10390,274,9,1,4630
10391,274,9,2,3900
10392,274,10,1,4400
10393,274,10,2,3770
10394,274,11,1,3350
10395,274,11,2,2915
10396,274,12,1,2340
10397,274,12,2,2310
10398,274,13,1,1625
10399,274,13,2,2000
10400,274,14,1,1400
10401,274,14,2,1805
10402,274,15,1,1155
10403,274,15,2,1660
10404,274,16,1,735
10405,274,16,2,1155
10406,274,17,1,305
10407,274,17,2,630
10408,274,18,1,70
10409,274,18,2,200
10410,274,19,1,10
10411,274,19,2,30
10412,275,1,1,12125
10413,275,1,2,11770
10414,275,2,1,3845
10415,275,2,2,3700
10416,275,3,1,4550
10417,275,3,2,4390
10418,275,4,1,5255
10419,275,4,2,5220
10420,275,5,1,5145
10421,275,5,2,5145
10422,275,6,1,4515
10423,275,6,2,4405
10424,275,7,1,3805
10425,275,7,2,4005
10426,275,8,1,3895
10427,275,8,2,3935
10428,275,9,1,4050
10429,275,9,2,4215
10430,275,10,1,3955
10431,275,10,2,4020
10432,275,11,1,3065
10433,275,11,2,3385
10434,275,12,1,2405
10435,275,12,2,2510
10436,275,13,1,1425
10437,275,13,2,1620
10438,275,14,1,965
10439,275,14,2,1135
10440,275,15,1,640
10441,275,15,2,850
10442,275,16,1,305
10443,275,16,2,430
10444,275,17,1,100
10445,275,17,2,200
10446,275,18,1,10
10447,275,18,2,55
10448,275,19,1,5
10449,275,19,2,10
10450,276,1,1,12380
10451,276,1,2,11820
10452,276,2,1,3895
10453,276,2,2,3605
10454,276,3,1,4145
10455,276,3,2,3830
10456,276,4,1,5020
10457,276,4,2,4810
10458,276,5,1,5175
10459,276,5,2,5225
10460,276,6,1,4710
10461,276,6,2,4755
10462,276,7,1,4205
10463,276,7,2,4140
10464,276,8,1,3665
10465,276,8,2,3575
10466,276,9,1,3605
10467,276,9,2,3725
10468,276,10,1,3595
10469,276,10,2,3845
10470,276,11,1,3110
10471,276,11,2,3525
10472,276,12,1,2425
10473,276,12,2,2620
10474,276,13,1,1460
10475,276,13,2,1475
10476,276,14,1,845
10477,276,14,2,935
10478,276,15,1,525
10479,276,15,2,660
10480,276,16,1,325
10481,276,16,2,510
10482,276,17,1,100
10483,276,17,2,215
10484,276,18,1,25
10485,276,18,2,65
10486,276,19,1,5
10487,276,19,2,15
10488,277,1,1,11310
10489,277,1,2,10795
10490,277,2,1,3705
10491,277,2,2,3485
10492,277,3,1,4180
10493,277,3,2,4035
10494,277,4,1,4390
10495,277,4,2,4345
10496,277,5,1,4675
10497,277,5,2,4805
10498,277,6,1,4355
10499,277,6,2,4550
10500,277,7,1,4075
10501,277,7,2,4270
10502,277,8,1,4085
10503,277,8,2,4270
10504,277,9,1,3980
10505,277,9,2,4235
10506,277,10,1,3640
10507,277,10,2,4040
10508,277,11,1,3295
10509,277,11,2,3515
10510,277,12,1,2590
10511,277,12,2,2840
10512,277,13,1,1775
10513,277,13,2,2130
10514,277,14,1,1395
10515,277,14,2,1580
10516,277,15,1,995
10517,277,15,2,1265
10518,277,16,1,555
10519,277,16,2,895
10520,277,17,1,170
10521,277,17,2,440
10522,277,18,1,40
10523,277,18,2,135
10524,277,19,1,10
10525,277,19,2,25
10526,278,1,1,6655
10527,278,1,2,6240
10528,278,2,1,2425
10529,278,2,2,2440
10530,278,3,1,5435
10531,278,3,2,5425
10532,278,4,1,6835
10533,278,4,2,6150
10534,278,5,1,5455
10535,278,5,2,4700
10536,278,6,1,4010
10537,278,6,2,3530
10538,278,7,1,3125
10539,278,7,2,2840
10540,278,8,1,3005
10541,278,8,2,2850
10542,278,9,1,3450
10543,278,9,2,3395
10544,278,10,1,3440
10545,278,10,2,3435
10546,278,11,1,3030
10547,278,11,2,2880
10548,278,12,1,2155
10549,278,12,2,2270
10550,278,13,1,1315
10551,278,13,2,1665
10552,278,14,1,1135
10553,278,14,2,1595
10554,278,15,1,975
10555,278,15,2,1445
10556,278,16,1,670
10557,278,16,2,1055
10558,278,17,1,245
10559,278,17,2,555
10560,278,18,1,40
10561,278,18,2,180
10562,278,19,1,5
10563,278,19,2,30
10564,279,1,1,11575
10565,279,1,2,11210
10566,279,2,1,3585
10567,279,2,2,3385
10568,279,3,1,4035
10569,279,3,2,4005
10570,279,4,1,4620
10571,279,4,2,4705
10572,279,5,1,5075
10573,279,5,2,5255
10574,279,6,1,4795
10575,279,6,2,4870
10576,279,7,1,4260
10577,279,7,2,4325
10578,279,8,1,3945
10579,279,8,2,4080
10580,279,9,1,4085
10581,279,9,2,4355
10582,279,10,1,4015
10583,279,10,2,4250
10584,279,11,1,3295
10585,279,11,2,3420
10586,279,12,1,2330
10587,279,12,2,2565
10588,279,13,1,1430
10589,279,13,2,1755
10590,279,14,1,1060
10591,279,14,2,1450
10592,279,15,1,820
10593,279,15,2,1130
10594,279,16,1,485
10595,279,16,2,880
10596,279,17,1,165
10597,279,17,2,495
10598,279,18,1,40
10599,279,18,2,105
10600,279,19,1,5
10601,279,19,2,15
10602,280,1,1,18075
10603,280,1,2,17090
10604,280,2,1,4370
10605,280,2,2,4195
10606,280,3,1,4630
10607,280,3,2,4665
10608,280,4,1,6595
10609,280,4,2,6785
10610,280,5,1,7670
10611,280,5,2,8000
10612,280,6,1,7110
10613,280,6,2,7025
10614,280,7,1,6130
10615,280,7,2,5700
10616,280,8,1,5030
10617,280,8,2,4760
10618,280,9,1,4665
10619,280,9,2,4800
10620,280,10,1,4390
10621,280,10,2,4320
10622,280,11,1,3590
10623,280,11,2,3870
10624,280,12,1,2825
10625,280,12,2,2845
10626,280,13,1,1860
10627,280,13,2,1915
10628,280,14,1,1245
10629,280,14,2,1310
10630,280,15,1,725
10631,280,15,2,905
10632,280,16,1,425
10633,280,16,2,585
10634,280,17,1,145
10635,280,17,2,345
10636,280,18,1,40
10637,280,18,2,85
10638,280,19,1,5
10639,280,19,2,25
10640,281,1,1,11235
10641,281,1,2,10595
10642,281,2,1,3955
10643,281,2,2,3605
10644,281,3,1,2995
10645,281,3,2,2685
10646,281,4,1,2360
10647,281,4,2,2385
10648,281,5,1,2935
10649,281,5,2,3105
10650,281,6,1,3365
10651,281,6,2,3585
10652,281,7,1,3685
10653,281,7,2,3830
10654,281,8,1,3830
10655,281,8,2,4010
10656,281,9,1,4275
10657,281,9,2,4470
10658,281,10,1,4585
10659,281,10,2,4735
10660,281,11,1,4100
10661,281,11,2,4080
10662,281,12,1,3515
10663,281,12,2,3445
10664,281,13,1,2445
10665,281,13,2,2410
10666,281,14,1,1585
10667,281,14,2,1575
10668,281,15,1,1020
10669,281,15,2,1070
10670,281,16,1,525
10671,281,16,2,650
10672,281,17,1,155
10673,281,17,2,325
10674,281,18,1,30
10675,281,18,2,70
10676,281,19,1,0
10677,281,19,2,15
10678,282,1,1,11930
10679,282,1,2,11295
10680,282,2,1,3160
10681,282,2,2,2800
10682,282,3,1,3720
10683,282,3,2,3440
10684,282,4,1,5715
10685,282,4,2,5305
10686,282,5,1,6340
10687,282,5,2,5725
10688,282,6,1,5215
10689,282,6,2,4660
10690,282,7,1,4565
10691,282,7,2,3820
10692,282,8,1,4170
10693,282,8,2,3595
10694,282,9,1,4550
10695,282,9,2,3710
10696,282,10,1,3930
10697,282,10,2,2975
10698,282,11,1,2360
10699,282,11,2,1815
10700,282,12,1,1265
10701,282,12,2,1035
10702,282,13,1,680
10703,282,13,2,650
10704,282,14,1,450
10705,282,14,2,400
10706,282,15,1,245
10707,282,15,2,310
10708,282,16,1,135
10709,282,16,2,150
10710,282,17,1,30
10711,282,17,2,50
10712,282,18,1,15
10713,282,18,2,20
10714,282,19,1,0
10715,282,19,2,0
10716,283,1,1,13645
10717,283,1,2,13050
10718,283,2,1,3740
10719,283,2,2,3475
10720,283,3,1,4165
10721,283,3,2,3885
10722,283,4,1,5025
10723,283,4,2,4830
10724,283,5,1,5475
10725,283,5,2,5245
10726,283,6,1,4680
10727,283,6,2,4390
10728,283,7,1,4200
10729,283,7,2,3740
10730,283,8,1,3530
10731,283,8,2,3515
10732,283,9,1,3910
10733,283,9,2,3900
10734,283,10,1,3710
10735,283,10,2,3415
10736,283,11,1,2835
10737,283,11,2,2625
10738,283,12,1,1925
10739,283,12,2,1805
10740,283,13,1,1205
10741,283,13,2,1275
10742,283,14,1,875
10743,283,14,2,925
10744,283,15,1,520
10745,283,15,2,640
10746,283,16,1,300
10747,283,16,2,400
10748,283,17,1,160
10749,283,17,2,235
10750,283,18,1,15
10751,283,18,2,45
10752,283,19,1,5
10753,283,19,2,5
10754,284,1,1,11395
10755,284,1,2,10610
10756,284,2,1,3605
10757,284,2,2,3415
10758,284,3,1,3080
10759,284,3,2,2915
10760,284,4,1,3230
10761,284,4,2,3210
10762,284,5,1,3555
10763,284,5,2,3575
10764,284,6,1,3510
10765,284,6,2,3395
10766,284,7,1,3410
10767,284,7,2,3290
10768,284,8,1,3485
10769,284,8,2,3375
10770,284,9,1,3870
10771,284,9,2,3845
10772,284,10,1,4030
10773,284,10,2,3855
10774,284,11,1,3525
10775,284,11,2,3325
10776,284,12,1,2685
10777,284,12,2,2765
10778,284,13,1,2015
10779,284,13,2,2055
10780,284,14,1,1435
10781,284,14,2,1475
10782,284,15,1,1025
10783,284,15,2,1215
10784,284,16,1,580
10785,284,16,2,790
10786,284,17,1,210
10787,284,17,2,445
10788,284,18,1,45
10789,284,18,2,165
10790,284,19,1,5
10791,284,19,2,30
10792,285,1,1,11535
10793,285,1,2,10890
10794,285,2,1,3570
10795,285,2,2,3505
10796,285,3,1,4670
10797,285,3,2,4650
10798,285,4,1,4620
10799,285,4,2,4500
10800,285,5,1,4355
10801,285,5,2,4155
10802,285,6,1,3745
10803,285,6,2,3730
10804,285,7,1,3415
10805,285,7,2,3355
10806,285,8,1,3300
10807,285,8,2,3275
10808,285,9,1,3605
10809,285,9,2,3715
10810,285,10,1,3745
10811,285,10,2,3945
10812,285,11,1,3270
10813,285,11,2,3565
10814,285,12,1,2775
10815,285,12,2,3055
10816,285,13,1,2015
10817,285,13,2,2240
10818,285,14,1,1390
10819,285,14,2,1675
10820,285,15,1,1075
10821,285,15,2,1330
10822,285,16,1,665
10823,285,16,2,1015
10824,285,17,1,270
10825,285,17,2,525
10826,285,18,1,50
10827,285,18,2,155
10828,285,19,1,5
10829,285,19,2,20
10830,286,1,1,11195
10831,286,1,2,10565
10832,286,2,1,3530
10833,286,2,2,3455
10834,286,3,1,3145
10835,286,3,2,2955
10836,286,4,1,3170
10837,286,4,2,3235
10838,286,5,1,3465
10839,286,5,2,3510
10840,286,6,1,3340
10841,286,6,2,3430
10842,286,7,1,3135
10843,286,7,2,3085
10844,286,8,1,3080
10845,286,8,2,3130
10846,286,9,1,3470
10847,286,9,2,3735
10848,286,10,1,3855
10849,286,10,2,3915
10850,286,11,1,3385
10851,286,11,2,3635
10852,286,12,1,2700
10853,286,12,2,2885
10854,286,13,1,1900
10855,286,13,2,2140
10856,286,14,1,1470
10857,286,14,2,1595
10858,286,15,1,1060
10859,286,15,2,1230
10860,286,16,1,605
10861,286,16,2,905
10862,286,17,1,295
10863,286,17,2,475
10864,286,18,1,40
10865,286,18,2,165
10866,286,19,1,0
10867,286,19,2,15
10868,287,1,1,13075
10869,287,1,2,12580
10870,287,2,1,4185
10871,287,2,2,3800
10872,287,3,1,3665
10873,287,3,2,3250
10874,287,4,1,3690
10875,287,4,2,3615
10876,287,5,1,3630
10877,287,5,2,3525
10878,287,6,1,3495
10879,287,6,2,3415
10880,287,7,1,3390
10881,287,7,2,3345
10882,287,8,1,3485
10883,287,8,2,3230
10884,287,9,1,3750
10885,287,9,2,3660
10886,287,10,1,3605
10887,287,10,2,3540
10888,287,11,1,3200
10889,287,11,2,2915
10890,287,12,1,2305
10891,287,12,2,2345
10892,287,13,1,1700
10893,287,13,2,1730
10894,287,14,1,1265
10895,287,14,2,1220
10896,287,15,1,860
10897,287,15,2,900
10898,287,16,1,440
10899,287,16,2,570
10900,287,17,1,150
10901,287,17,2,305
10902,287,18,1,30
10903,287,18,2,85
10904,287,19,1,5
10905,287,19,2,10
10906,288,1,1,11195
10907,288,1,2,10515
10908,288,2,1,3745
10909,288,2,2,3445
10910,288,3,1,3620
10911,288,3,2,3430
10912,288,4,1,3905
10913,288,4,2,3815
10914,288,5,1,4255
10915,288,5,2,4155
10916,288,6,1,4115
10917,288,6,2,3990
10918,288,7,1,3975
10919,288,7,2,3865
10920,288,8,1,3830
10921,288,8,2,3925
10922,288,9,1,4205
10923,288,9,2,4465
10924,288,10,1,4410
10925,288,10,2,4470
10926,288,11,1,3700
10927,288,11,2,4005
10928,288,12,1,2980
10929,288,12,2,3070
10930,288,13,1,2045
10931,288,13,2,2205
10932,288,14,1,1435
10933,288,14,2,1660
10934,288,15,1,1075
10935,288,15,2,1240
10936,288,16,1,570
10937,288,16,2,875
10938,288,17,1,175
10939,288,17,2,475
10940,288,18,1,40
10941,288,18,2,120
10942,288,19,1,0
10943,288,19,2,20
10944,289,1,1,13980
10945,289,1,2,13170
10946,289,2,1,4120
10947,289,2,2,3950
10948,289,3,1,4120
10949,289,3,2,4100
10950,289,4,1,5055
10951,289,4,2,4740
10952,289,5,1,5330
10953,289,5,2,5220
10954,289,6,1,4700
10955,289,6,2,4490
10956,289,7,1,4220
10957,289,7,2,3885
10958,289,8,1,3810
10959,289,8,2,3920
10960,289,9,1,4240
10961,289,9,2,4490
10962,289,10,1,4375
10963,289,10,2,4420
10964,289,11,1,3650
10965,289,11,2,3535
10966,289,12,1,2635
10967,289,12,2,2700
10968,289,13,1,1765
10969,289,13,2,1795
10970,289,14,1,1185
10971,289,14,2,1405
10972,289,15,1,795
10973,289,15,2,990
10974,289,16,1,550
10975,289,16,2,775
10976,289,17,1,145
10977,289,17,2,355
10978,289,18,1,30
10979,289,18,2,90
10980,289,19,1,5
10981,289,19,2,15
10982,290,1,1,12320
10983,290,1,2,11880
10984,290,2,1,3965
10985,290,2,2,3760
10986,290,3,1,4020
10987,290,3,2,3705
10988,290,4,1,4080
10989,290,4,2,3970
10990,290,5,1,4435
10991,290,5,2,4585
10992,290,6,1,4300
10993,290,6,2,4510
10994,290,7,1,4215
10995,290,7,2,4345
10996,290,8,1,4010
10997,290,8,2,4230
10998,290,9,1,4195
10999,290,9,2,4440
11000,290,10,1,4045
11001,290,10,2,4230
11002,290,11,1,3320
11003,290,11,2,3620
11004,290,12,1,2675
11005,290,12,2,2915
11006,290,13,1,1765
11007,290,13,2,1895
11008,290,14,1,1200
11009,290,14,2,1370
11010,290,15,1,710
11011,290,15,2,965
11012,290,16,1,405
11013,290,16,2,635
11014,290,17,1,155
11015,290,17,2,310
11016,290,18,1,30
11017,290,18,2,85
11018,290,19,1,5
11019,290,19,2,10
11020,291,1,1,11835
11021,291,1,2,11675
11022,291,2,1,4170
11023,291,2,2,3740
11024,291,3,1,3880
11025,291,3,2,3585
11026,291,4,1,3790
11027,291,4,2,3660
11028,291,5,1,4100
11029,291,5,2,4225
11030,291,6,1,4115
11031,291,6,2,4215
11032,291,7,1,4235
11033,291,7,2,4320
11034,291,8,1,4305
11035,291,8,2,4480
11036,291,9,1,4660
11037,291,9,2,4760
11038,291,10,1,4505
11039,291,10,2,4435
11040,291,11,1,3520
11041,291,11,2,3555
11042,291,12,1,2890
11043,291,12,2,3170
11044,291,13,1,2155
11045,291,13,2,2125
11046,291,14,1,1320
11047,291,14,2,1415
11048,291,15,1,825
11049,291,15,2,970
11050,291,16,1,410
11051,291,16,2,560
11052,291,17,1,115
11053,291,17,2,325
11054,291,18,1,20
11055,291,18,2,105
11056,291,19,1,0
11057,291,19,2,15
11058,292,1,1,13055
11059,292,1,2,12280
11060,292,2,1,4000
11061,292,2,2,3755
11062,292,3,1,3930
11063,292,3,2,3420
11064,292,4,1,3835
11065,292,4,2,3730
11066,292,5,1,4335
11067,292,5,2,4390
11068,292,6,1,4275
11069,292,6,2,4315
11070,292,7,1,4115
11071,292,7,2,3915
11072,292,8,1,3995
11073,292,8,2,4025
11074,292,9,1,4535
11075,292,9,2,4540
11076,292,10,1,4325
11077,292,10,2,4305
11078,292,11,1,3610
11079,292,11,2,3515
11080,292,12,1,2795
11081,292,12,2,2825
11082,292,13,1,1910
11083,292,13,2,1840
11084,292,14,1,1215
11085,292,14,2,1220
11086,292,15,1,730
11087,292,15,2,795
11088,292,16,1,350
11089,292,16,2,460
11090,292,17,1,115
11091,292,17,2,210
11092,292,18,1,30
11093,292,18,2,65
11094,292,19,1,0
11095,292,19,2,15
11096,293,1,1,10035
11097,293,1,2,9395
11098,293,2,1,3380
11099,293,2,2,3005
11100,293,3,1,3150
11101,293,3,2,2695
11102,293,4,1,3200
11103,293,4,2,3030
11104,293,5,1,3575
11105,293,5,2,3365
11106,293,6,1,3375
11107,293,6,2,3160
11108,293,7,1,3345
11109,293,7,2,3095
11110,293,8,1,3510
11111,293,8,2,3325
11112,293,9,1,4235
11113,293,9,2,4005
11114,293,10,1,4255
11115,293,10,2,4030
11116,293,11,1,3500
11117,293,11,2,3130
11118,293,12,1,2620
11119,293,12,2,2520
11120,293,13,1,1845
11121,293,13,2,1825
11122,293,14,1,1215
11123,293,14,2,1135
11124,293,15,1,900
11125,293,15,2,835
11126,293,16,1,395
11127,293,16,2,470
11128,293,17,1,130
11129,293,17,2,210
11130,293,18,1,20
11131,293,18,2,50
11132,293,19,1,5
11133,293,19,2,10
11134,294,1,1,9145
11135,294,1,2,8610
11136,294,2,1,3180
11137,294,2,2,3060
11138,294,3,1,3500
11139,294,3,2,3300
11140,294,4,1,3500
11141,294,4,2,3400
11142,294,5,1,3430
11143,294,5,2,3460
11144,294,6,1,3050
11145,294,6,2,3140
11146,294,7,1,2995
11147,294,7,2,3185
11148,294,8,1,3250
11149,294,8,2,3445
11150,294,9,1,3430
11151,294,9,2,3375
11152,294,10,1,3335
11153,294,10,2,3525
11154,294,11,1,2890
11155,294,11,2,3190
11156,294,12,1,2585
11157,294,12,2,3085
11158,294,13,1,1975
11159,294,13,2,2165
11160,294,14,1,1435
11161,294,14,2,1740
11162,294,15,1,1125
11163,294,15,2,1335
11164,294,16,1,680
11165,294,16,2,1115
11166,294,17,1,285
11167,294,17,2,615
11168,294,18,1,65
11169,294,18,2,185
11170,294,19,1,0
11171,294,19,2,30
11172,295,1,1,7635
11173,295,1,2,7215
11174,295,2,1,3080
11175,295,2,2,2980
11176,295,3,1,4325
11177,295,3,2,3965
11178,295,4,1,3475
11179,295,4,2,3160
11180,295,5,1,3170
11181,295,5,2,3140
11182,295,6,1,3070
11183,295,6,2,3360
11184,295,7,1,3365
11185,295,7,2,3675
11186,295,8,1,3660
11187,295,8,2,4015
11188,295,9,1,3810
11189,295,9,2,4165
11190,295,10,1,3675
11191,295,10,2,3965
11192,295,11,1,3150
11193,295,11,2,3370
11194,295,12,1,2615
11195,295,12,2,2835
11196,295,13,1,1880
11197,295,13,2,2030
11198,295,14,1,1430
11199,295,14,2,1760
11200,295,15,1,1105
11201,295,15,2,1220
11202,295,16,1,615
11203,295,16,2,835
11204,295,17,1,200
11205,295,17,2,380
11206,295,18,1,35
11207,295,18,2,105
11208,295,19,1,0
11209,295,19,2,20
11210,296,1,1,7255
11211,296,1,2,6860
11212,296,2,1,2930
11213,296,2,2,2720
11214,296,3,1,4510
11215,296,3,2,4295
11216,296,4,1,5110
11217,296,4,2,4935
11218,296,5,1,4660
11219,296,5,2,4725
11220,296,6,1,3915
11221,296,6,2,3995
11222,296,7,1,3445
11223,296,7,2,3935
11224,296,8,1,3580
11225,296,8,2,4250
11226,296,9,1,4025
11227,296,9,2,4580
11228,296,10,1,3610
11229,296,10,2,4135
11230,296,11,1,3190
11231,296,11,2,3645
11232,296,12,1,2690
11233,296,12,2,3045
11234,296,13,1,1845
11235,296,13,2,2145
11236,296,14,1,1450
11237,296,14,2,1725
11238,296,15,1,1125
11239,296,15,2,1315
11240,296,16,1,605
11241,296,16,2,850
11242,296,17,1,240
11243,296,17,2,430
11244,296,18,1,35
11245,296,18,2,140
11246,296,19,1,10
11247,296,19,2,20
11248,297,1,1,9805
11249,297,1,2,9105
11250,297,2,1,3480
11251,297,2,2,3215
11252,297,3,1,3615
11253,297,3,2,3350
11254,297,4,1,3545
11255,297,4,2,3440
11256,297,5,1,3410
11257,297,5,2,3395
11258,297,6,1,3150
11259,297,6,2,3230
11260,297,7,1,3250
11261,297,7,2,3455
11262,297,8,1,3605
11263,297,8,2,3695
11264,297,9,1,4125
11265,297,9,2,4170
11266,297,10,1,4360
11267,297,10,2,4335
11268,297,11,1,3850
11269,297,11,2,3900
11270,297,12,1,3295
11271,297,12,2,3225
11272,297,13,1,2270
11273,297,13,2,2125
11274,297,14,1,1425
11275,297,14,2,1455
11276,297,15,1,915
11277,297,15,2,1015
11278,297,16,1,510
11279,297,16,2,575
11280,297,17,1,165
11281,297,17,2,345
11282,297,18,1,20
11283,297,18,2,70
11284,297,19,1,5
11285,297,19,2,5
11286,298,1,1,7145
11287,298,1,2,6850
11288,298,2,1,2575
11289,298,2,2,2470
11290,298,3,1,2795
11291,298,3,2,2770
11292,298,4,1,2965
11293,298,4,2,2865
11294,298,5,1,2940
11295,298,5,2,3110
11296,298,6,1,2690
11297,298,6,2,2785
11298,298,7,1,2830
11299,298,7,2,2785
11300,298,8,1,3105
11301,298,8,2,3225
11302,298,9,1,3675
11303,298,9,2,4350
11304,298,10,1,4375
11305,298,10,2,5080
11306,298,11,1,4430
11307,298,11,2,4810
11308,298,12,1,4400
11309,298,12,2,4790
11310,298,13,1,3265
11311,298,13,2,3590
11312,298,14,1,2565
11313,298,14,2,2805
11314,298,15,1,1950
11315,298,15,2,2055
11316,298,16,1,1075
11317,298,16,2,1580
11318,298,17,1,390
11319,298,17,2,825
11320,298,18,1,90
11321,298,18,2,220
11322,298,19,1,10
11323,298,19,2,35
11324,299,1,1,9245
11325,299,1,2,8660
11326,299,2,1,2985
11327,299,2,2,2945
11328,299,3,1,2900
11329,299,3,2,2645
11330,299,4,1,2560
11331,299,4,2,2605
11332,299,5,1,2885
11333,299,5,2,2945
